Fitness,Migration Rate,1L1T - Invasion
0.74,0.05,0
0.74,0.055,0
0.74,0.06,0
0.74,0.065,0
0.74,0.07,0
0.74,0.075,0
0.74,0.08,0
0.74,0.085,0
0.74,0.09,0
0.74,0.095,0
0.74,0.1,0
0.76,0.02,0
0.76,0.025,1.82E-05
0.76,0.03,0
0.76,0.035,0
0.76,0.04,0
0.76,0.045,0
0.76,0.05,0
0.76,0.055,0
0.76,0.06,0
0.76,0.065,0
0.76,0.07,0
0.76,0.075,0
0.76,0.08,0
0.76,0.085,0
0.76,0.09,0
0.76,0.095,0
0.76,0.1,0
0.78,0.02,0
0.78,0.025,0
0.78,0.03,0
0.78,0.035,1.83E-05
0.78,0.04,9.05E-06
0.78,0.045,9.01E-06
0.78,0.05,0
0.78,0.055,0
0.78,0.06,0
0.78,0.065,0
0.78,0.07,0
0.78,0.075,0
0.78,0.08,0
0.78,0.085,0
0.78,0.09,0
0.78,0.095,0
0.78,0.1,0
0.8,0.02,1.79E-05
0.8,0.025,0
0.8,0.03,9.09E-06
0.8,0.035,1.80E-05
0.8,0.04,0
0.8,0.045,0
0.8,0.05,9.23E-06
0.8,0.055,0
0.8,0.06,9.01E-06
0.8,0.065,0
0.8,0.07,0
0.8,0.075,0
0.8,0.08,0
0.8,0.085,0
0.8,0.09,0
0.8,0.095,0
0.8,0.1,0
0.82,0.02,3.61E-05
0.82,0.025,3.61E-05
0.82,0.03,1.81E-05
0.82,0.035,2.70E-05
0.82,0.04,3.63E-05
0.82,0.045,2.70E-05
0.82,0.05,9.02E-06
0.82,0.055,0
0.82,0.06,0
0.82,0.065,0
0.82,0.07,0
0.82,0.075,0
0.82,0.08,0
0.82,0.085,0
0.82,0.09,0
0.82,0.095,0
0.82,0.1,0
0.84,0.02,5.39E-05
0.84,0.025,4.59E-05
0.84,0.03,7.20E-05
0.84,0.035,5.39E-05
0.84,0.04,2.73E-05
0.84,0.045,4.54E-05
0.84,0.05,1.80E-05
0.84,0.055,2.71E-05
0.84,0.06,3.63E-05
0.84,0.065,6.37E-05
0.84,0.07,0
0.84,0.075,0
0.84,0.08,0
0.84,0.085,0
0.84,0.09,0
0.84,0.095,0
0.84,0.1,0
0.86,0.02,3.64E-05
0.86,0.025,6.40E-05
0.86,0.03,5.43E-05
0.86,0.035,4.52E-05
0.86,0.04,8.21E-05
0.86,0.045,0.000109017
0.86,0.05,7.23E-05
0.86,0.055,0.000164449
0.86,0.06,0.000180249
0.86,0.065,0.000153794
0.86,0.07,4.52E-05
0.86,0.075,0
0.86,0.08,0
0.86,0.085,0
0.86,0.09,0
0.86,0.095,0
0.86,0.1,0
0.88,0.02,0.000334976
0.88,0.025,0.000236527
0.88,0.03,0.000118126
0.88,0.035,0.000171739
0.88,0.04,0.000393025
0.88,0.045,0.000253032
0.88,0.05,0.000345044
0.88,0.055,0.000429095
0.88,0.06,0.000283026
0.88,0.065,0.000399779
0.88,0.07,0.000352011
0.88,0.075,0.000326672
0.88,0.08,0.000117638
0.88,0.085,1.82E-05
0.88,0.09,0
0.88,0.095,0
0.88,0.1,0
0.9,0.02,0.000401011
0.9,0.025,0.000426461
0.9,0.03,0.000717078
0.9,0.035,0.000871687
0.9,0.04,0.000636469
0.9,0.045,0.000662574
0.9,0.05,0.000711721
0.9,0.055,0.001083742
0.9,0.06,0.000924065
0.9,0.065,0.001192326
0.9,0.07,0.001064212
0.9,0.075,0.001119716
0.9,0.08,0.001312949
0.9,0.085,0.001025409
0.9,0.09,0.000264123
0.9,0.095,2.75E-05
0.9,0.1,5.50E-05
0.92,0.02,0.001053937
0.92,0.025,0.001193694
0.92,0.03,0.001076654
0.92,0.035,0.001432269
0.92,0.04,0.001435364
0.92,0.045,0.001397156
0.92,0.05,0.002306867
0.92,0.055,0.002170639
0.92,0.06,0.002437589
0.92,0.065,0.002430475
0.92,0.07,0.002807512
0.92,0.075,0.002956932
0.92,0.08,0.002945844
0.92,0.085,0.00354897
0.92,0.09,0.00306206
0.92,0.095,0.002820027
0.92,0.1,0.001968857
0.94,0.02,0.002284331
0.94,0.025,0.003909223
0.94,0.03,0.00240373
0.94,0.035,0.002411816
0.94,0.04,0.004265811
0.94,0.045,0.003172655
0.94,0.05,0.00476572
0.94,0.055,0.004362697
0.94,0.06,0.005325366
0.94,0.065,0.005871834
0.94,0.07,0.006984536
0.94,0.075,0.005614728
0.94,0.08,0.007698111
0.94,0.085,0.006779715
0.94,0.09,0.00748972
0.94,0.095,0.00926665
0.94,0.1,0.008029178
0.96,0.02,0.00535705
0.96,0.025,0.007725887
0.96,0.03,0.006923427
0.96,0.035,0.009212706
0.96,0.04,0.007830847
0.96,0.045,0.010343872
0.96,0.05,0.010500352
0.96,0.055,0.013866739
0.96,0.06,0.012524189
0.96,0.065,0.012763058
0.96,0.07,0.016834772
0.96,0.075,0.01635548
0.96,0.08,0.01688071
0.96,0.085,0.015982188
0.96,0.09,0.01869281
0.96,0.095,0.02049084
0.96,0.1,0.01857256
0.98,0.02,0.013669331
0.98,0.025,0.015549434
0.98,0.03,0.013254755
0.98,0.035,0.01687753
0.98,0.04,0.01790768
0.98,0.045,0.02063169
0.98,0.05,0.02301511
0.98,0.055,0.02181268
0.98,0.06,0.0326247
0.98,0.065,0.03263104
0.98,0.07,0.02627882
0.98,0.075,0.03547443
0.98,0.08,0.04197473
0.98,0.085,0.03992473
0.98,0.09,0.04174746
0.98,0.095,0.04875041
0.98,0.1,0.04877454
1,0.02,0.02446991
1,0.025,0.02908479
1,0.03,0.03044831
1,0.035,0.03329926
1,0.04,0.03144794
1,0.045,0.03857114
1,0.05,0.05743407
1,0.055,0.05456112
1,0.06,0.06228857
1,0.065,0.06715652
1,0.07,0.06851343
1,0.075,0.07665813
1,0.08,0.07691934
1,0.085,0.08531597
1,0.09,0.09223427
1,0.095,0.08534494
1,0.1,0.09579079
